nctid,restart_date,restart_status
NCT01280565,NA,NA
NCT02715804,NA,NA
NCT03267940,NA,NA
NCT03463018,NA,NA
NCT03716050,NA,NA
NCT00341068,NA,NA
NCT02790957,NA,NA
NCT03309696,NA,NA
NCT03869762,NA,NA
NCT02392286,NA,NA
NCT03033511,NA,NA
NCT01978457,NA,NA
NCT02566889,NA,NA
NCT02664363,NA,NA
NCT02882711,NA,NA
NCT02945046,NA,NA
NCT03107052,NA,NA
NCT03119701,NA,NA
NCT03258476,NA,NA
NCT00005664,NA,NA
NCT03126903,NA,NA
NCT03531710,NA,NA
NCT03827473,NA,NA
NCT01889992,NA,NA
NCT02795338,NA,NA
NCT02906670,NA,NA
NCT03123055,NA,NA
NCT03688464,NA,NA
NCT03936608,NA,NA
NCT01958580,NA,NA
NCT02112552,NA,NA
NCT02407171,2023-10-16,COMPLETED
NCT02637713,NA,NA
NCT03075553,NA,NA
NCT03720080,NA,NA
NCT02282904,NA,NA
NCT03862872,NA,NA
NCT00227617,NA,NA
NCT02383992,NA,NA
NCT02257346,NA,NA
NCT03078504,NA,NA
NCT01895582,NA,NA
NCT02433158,NA,NA
NCT02990273,NA,NA
NCT03105362,NA,NA
NCT01526928,NA,NA
NCT02559960,NA,NA
NCT02599649,NA,NA
NCT03556501,NA,NA
NCT03907072,NA,NA
NCT04106076,NA,NA
NCT01641601,NA,NA
NCT03292653,NA,NA
NCT02760615,NA,NA
NCT02818946,NA,NA
NCT03387033,NA,NA
NCT03423082,NA,NA
NCT03465891,NA,NA
NCT04007367,NA,NA
NCT03901547,NA,NA
NCT04208451,NA,NA
NCT01041027,NA,NA
NCT01367301,NA,NA
NCT01950910,NA,NA
NCT01954875,NA,NA
NCT02530931,NA,NA
NCT00342927,2023-05-20,RECRUITING
NCT03517735,NA,NA
NCT03540875,NA,NA
NCT01185366,NA,NA
NCT02101554,NA,NA
NCT02470728,NA,NA
NCT02974686,NA,NA
NCT03281239,NA,NA
NCT03440411,NA,NA
NCT03490669,2023-04-20,COMPLETED
NCT02414165,NA,NA
NCT02489214,NA,NA
NCT02576665,NA,NA
NCT02753816,NA,NA
NCT03005054,NA,NA
NCT03206788,NA,NA
NCT02507973,NA,NA
NCT01349036,NA,NA
NCT02246920,NA,NA
NCT02503735,NA,NA
NCT02692157,NA,NA
NCT02946918,NA,NA
NCT03040427,NA,NA
NCT03371823,NA,NA
NCT01846182,NA,NA
NCT02025426,NA,NA
NCT03119571,NA,NA
NCT01059409,NA,NA
NCT02992977,NA,NA
NCT03465709,NA,NA
NCT03771664,NA,NA
NCT03773133,NA,NA
NCT03915886,NA,NA
NCT03123393,NA,NA
NCT03580382,NA,NA
NCT03700294,NA,NA
NCT04007588,NA,NA
NCT04128293,NA,NA
NCT00608894,NA,NA
NCT01381211,NA,NA
NCT02664922,NA,NA
NCT02895945,NA,NA
NCT03146663,NA,NA
NCT03261531,NA,NA
NCT03746002,NA,NA
NCT04082741,NA,NA
NCT02167477,NA,NA
NCT02538406,NA,NA
NCT03534362,NA,NA
NCT02169830,NA,NA
NCT02475369,NA,NA
NCT03028324,NA,NA
NCT03312114,NA,NA
NCT03474666,NA,NA
NCT03699475,NA,NA
NCT02586012,NA,NA
NCT02955121,NA,NA
NCT03217253,NA,NA
NCT03345407,NA,NA
NCT03498196,NA,NA
NCT00495716,NA,NA
NCT03332030,NA,NA
NCT03584269,NA,NA
NCT03530332,NA,NA
NCT03054766,2022-12-25,COMPLETED
NCT03334006,NA,NA
NCT04162366,NA,NA
NCT01668225,NA,NA
NCT01917318,NA,NA
NCT02639390,NA,NA
NCT02680834,NA,NA
NCT02819804,NA,NA
NCT02899325,NA,NA
NCT02913105,NA,NA
NCT02953561,NA,NA
NCT04125719,NA,NA
NCT01462240,NA,NA
NCT02013778,NA,NA
NCT02290028,NA,NA
NCT02305563,NA,NA
NCT02462759,NA,NA
NCT03061279,NA,NA
NCT03382925,NA,NA
NCT03573505,NA,NA
NCT04144335,NA,NA
NCT03904420,NA,NA
NCT02837783,NA,NA
NCT03134404,NA,NA
NCT03028012,NA,NA
NCT03973879,NA,NA
NCT00969332,NA,NA
NCT01243229,2023-03-31,COMPLETED
NCT03382665,NA,NA
NCT04210726,NA,NA
NCT03528343,NA,NA
NCT03680911,NA,NA
NCT03972046,NA,NA
NCT02038998,NA,NA
NCT02414698,NA,NA
NCT02733081,NA,NA
NCT03250117,NA,NA
NCT03674450,NA,NA
NCT03574818,NA,NA
NCT04260061,NA,NA
NCT02837042,NA,NA
NCT03926546,NA,NA
NCT02490384,NA,NA
NCT02725671,NA,NA
NCT03111914,NA,NA
NCT03501966,NA,NA
NCT03896347,NA,NA
NCT02504203,NA,NA
NCT04266158,NA,NA
NCT02774681,NA,NA
NCT02928029,NA,NA
NCT03266692,NA,NA
NCT03648775,NA,NA
NCT01772875,NA,NA
NCT02588807,NA,NA
NCT02704936,NA,NA
NCT02929056,NA,NA
NCT03093272,NA,NA
NCT03469258,NA,NA
NCT03764566,NA,NA
NCT03825939,NA,NA
NCT03891979,NA,NA
NCT02541903,NA,NA
NCT03344341,NA,NA
NCT03378973,NA,NA
NCT04268966,NA,NA
NCT02129322,NA,NA
NCT03213210,NA,NA
NCT03215667,NA,NA
NCT03277183,NA,NA
NCT04041037,NA,NA
NCT04272775,NA,NA
NCT02721251,NA,NA
NCT03353220,NA,NA
NCT03802227,NA,NA
NCT02412631,NA,NA
NCT02781805,NA,NA
NCT02939599,NA,NA
NCT03593694,NA,NA
NCT02698865,NA,NA
NCT02978222,NA,NA
NCT03158857,NA,NA
NCT01585688,NA,NA
NCT02694757,NA,NA
NCT03153956,NA,NA
NCT03532308,NA,NA
NCT03594045,NA,NA
NCT03674502,NA,NA
NCT04278664,NA,NA
NCT02026297,NA,NA
NCT02665962,NA,NA
NCT02743598,NA,NA
NCT03126539,NA,NA
NCT03201809,NA,NA
NCT03688945,NA,NA
NCT02548611,NA,NA
NCT02955147,NA,NA
NCT03044249,NA,NA
NCT03426137,NA,NA
NCT03973346,NA,NA
NCT03654378,NA,NA
NCT03722797,NA,NA
NCT03890341,NA,NA
NCT02532972,NA,NA
NCT02688348,NA,NA
NCT03006562,NA,NA
NCT03718143,NA,NA
NCT00091286,NA,NA
NCT00394550,NA,NA
NCT02102022,NA,NA
NCT02385669,NA,NA
NCT02275871,NA,NA
NCT03052270,NA,NA
NCT03116009,NA,NA
NCT03415581,NA,NA
NCT03429101,NA,NA
NCT03715725,NA,NA
NCT00547066,NA,NA
NCT01101594,NA,NA
NCT02073344,NA,NA
NCT02161705,NA,NA
NCT02587962,NA,NA
NCT02628535,NA,NA
NCT03329053,NA,NA
NCT03376139,NA,NA
NCT02029690,NA,NA
NCT02464137,NA,NA
NCT02963051,NA,NA
NCT03068468,NA,NA
NCT03147690,NA,NA
NCT03269409,NA,NA
NCT03553524,NA,NA
NCT02693743,NA,NA
NCT02717130,NA,NA
NCT03862053,NA,NA
NCT04299776,NA,NA
NCT00866086,NA,NA
NCT01428245,NA,NA
NCT02527421,NA,NA
NCT03043274,NA,NA
NCT03831191,NA,NA
NCT03924154,NA,NA
NCT04099446,NA,NA
NCT02179983,NA,NA
NCT03249272,NA,NA
NCT03281122,NA,NA
NCT03403725,NA,NA
NCT03515824,NA,NA
NCT01751503,NA,NA
NCT03608358,NA,NA
NCT02266004,NA,NA
NCT04021082,NA,NA
NCT03124459,NA,NA
NCT03884972,NA,NA
NCT03943290,NA,NA
NCT01643603,NA,NA
NCT02706197,NA,NA
NCT02927938,NA,NA
NCT03502681,NA,NA
NCT03721965,NA,NA
NCT00701701,NA,NA
NCT01942486,NA,NA
NCT04088487,NA,NA
NCT01478698,NA,NA
NCT01728207,NA,NA
NCT03007537,NA,NA
NCT03368534,NA,NA
NCT03406273,NA,NA
NCT03454334,NA,NA
NCT03703934,NA,NA
NCT03760965,NA,NA
NCT03761134,NA,NA
NCT03864627,NA,NA
NCT01690468,NA,NA
NCT03359161,NA,NA
NCT04066231,NA,NA
NCT04246268,NA,NA
NCT04128319,NA,NA
NCT04252755,NA,NA
NCT01823835,NA,NA
NCT02569801,NA,NA
NCT03312244,NA,NA
NCT04131556,NA,NA
NCT01946152,NA,NA
NCT03297294,NA,NA
NCT03421041,NA,NA
NCT03497728,NA,NA
NCT03820258,NA,NA
NCT03716258,NA,NA
NCT04290871,NA,NA
NCT01057745,NA,NA
NCT01545921,NA,NA
NCT02319304,NA,NA
NCT02882646,NA,NA
NCT02949687,NA,NA
NCT03639766,NA,NA
NCT03639779,NA,NA
NCT03639857,NA,NA
NCT03708237,NA,NA
NCT03739983,NA,NA
NCT04006691,NA,NA
NCT04065685,NA,NA
NCT04198350,2023-02-28,ACTIVE_NOT_RECRUITING
NCT04320771,NA,NA
NCT01533207,NA,NA
NCT01751425,NA,NA
NCT01757951,NA,NA
NCT02441140,NA,NA
NCT03080844,NA,NA
NCT03441139,NA,NA
NCT04216173,NA,NA
NCT01751139,NA,NA
NCT02191566,NA,NA
NCT02445144,NA,NA
NCT02700555,NA,NA
NCT03100240,NA,NA
NCT03498391,NA,NA
NCT03516318,NA,NA
NCT03595982,NA,NA
NCT03648502,NA,NA
NCT03998423,NA,NA
NCT04094792,NA,NA
NCT04193891,NA,NA
NCT03069495,NA,NA
NCT03654586,NA,NA
NCT03935516,NA,NA
NCT03935880,NA,NA
NCT03940157,2022-11-30,COMPLETED
NCT04327557,NA,NA
NCT02956200,NA,NA
NCT03186157,NA,NA
NCT03570476,NA,NA
NCT03632655,NA,NA
NCT03314337,2023-10-16,COMPLETED
NCT03060356,NA,NA
NCT03656692,NA,NA
NCT01609231,NA,NA
NCT02943473,NA,NA
NCT03276819,NA,NA
NCT03278990,NA,NA
NCT04255615,2023-03-27,ACTIVE_NOT_RECRUITING
NCT02380118,NA,NA
NCT03032198,NA,NA
NCT03287245,NA,NA
NCT04090866,NA,NA
NCT02412046,NA,NA
NCT02769806,NA,NA
NCT03114345,NA,NA
NCT03948776,2023-06-01,RECRUITING
NCT01312376,NA,NA
NCT02981082,NA,NA
NCT03607682,NA,NA
NCT04059094,NA,NA
NCT04131517,NA,NA
NCT02502435,NA,NA
NCT03133559,NA,NA
NCT03601728,NA,NA
NCT03917823,NA,NA
NCT03334812,NA,NA
NCT00667953,NA,NA
NCT01113502,NA,NA
NCT01486784,NA,NA
NCT02417974,NA,NA
NCT02520011,NA,NA
NCT03244033,2022-04-12,COMPLETED
NCT03519880,NA,NA
NCT03572634,NA,NA
NCT03795233,NA,NA
NCT03979820,NA,NA
NCT04086589,NA,NA
NCT04267276,NA,NA
NCT02484287,NA,NA
NCT02710669,NA,NA
NCT03164551,NA,NA
NCT03259893,NA,NA
NCT03400852,NA,NA
NCT03440944,NA,NA
NCT03727009,NA,NA
NCT03727087,NA,NA
NCT03856255,NA,NA
NCT03935126,NA,NA
NCT04068493,NA,NA
NCT04293874,2023-11-28,ACTIVE_NOT_RECRUITING
NCT02906696,NA,NA
NCT03030131,NA,NA
NCT03057002,2023-05-08,RECRUITING
NCT03361137,NA,NA
NCT03721835,NA,NA
NCT03807063,NA,NA
NCT03822663,2023-04-06,ACTIVE_NOT_RECRUITING
NCT04070157,NA,NA
NCT02743793,NA,NA
NCT03206112,NA,NA
NCT03488225,NA,NA
NCT03628144,NA,NA
NCT03720574,NA,NA
NCT03736356,NA,NA
NCT03803566,NA,NA
NCT04072406,NA,NA
NCT04301284,NA,NA
NCT02524847,NA,NA
NCT02061774,NA,NA
NCT03494114,NA,NA
NCT03523156,NA,NA
NCT03896295,NA,NA
NCT01072370,NA,NA
NCT01164150,NA,NA
NCT03094195,NA,NA
NCT03600805,NA,NA
NCT04099277,NA,NA
NCT04349462,NA,NA
NCT03152084,NA,NA
NCT03287947,NA,NA
NCT03729401,NA,NA
NCT04185428,NA,NA
NCT04299282,NA,NA
NCT03037580,NA,NA
NCT03043651,NA,NA
NCT03338257,NA,NA
NCT03756285,NA,NA
NCT03795350,NA,NA
NCT04051229,NA,NA
NCT04126343,NA,NA
NCT03628560,NA,NA
NCT03637842,NA,NA
NCT03817528,NA,NA
NCT03863639,NA,NA
NCT03928808,NA,NA
NCT04039919,NA,NA
NCT04136444,NA,NA
NCT04283136,NA,NA
NCT03430531,NA,NA
NCT00300638,NA,NA
NCT02521558,NA,NA
NCT03062111,NA,NA
NCT03462940,NA,NA
NCT03637296,NA,NA
NCT04247061,NA,NA
NCT00615784,NA,NA
NCT01409811,NA,NA
NCT02718404,NA,NA
NCT03283631,NA,NA
NCT03617484,NA,NA
NCT04014361,NA,NA
NCT04019054,NA,NA
NCT04126161,2023-03-21,RECRUITING
NCT01094691,2023-06-08,COMPLETED
NCT03510988,NA,NA
NCT03731598,NA,NA
NCT04230122,NA,NA
NCT04329572,NA,NA
NCT04348474,NA,NA
NCT02343549,NA,NA
NCT02507011,NA,NA
NCT02976038,NA,NA
NCT03055884,NA,NA
NCT03143842,NA,NA
NCT03197090,NA,NA
NCT03323749,NA,NA
NCT03971149,NA,NA
NCT04183634,NA,NA
NCT02943668,NA,NA
NCT03182049,NA,NA
NCT03978572,NA,NA
NCT04031885,NA,NA
NCT04048668,NA,NA
NCT04302831,NA,NA
NCT02011971,NA,NA
NCT02174016,NA,NA
NCT02298166,NA,NA
NCT02966223,NA,NA
NCT03444948,NA,NA
NCT03472326,NA,NA
NCT03574181,NA,NA
NCT03962725,NA,NA
NCT03993002,NA,NA
NCT03429777,NA,NA
NCT03566303,NA,NA
NCT03599037,NA,NA
NCT01459666,NA,NA
NCT03979638,NA,NA
NCT04026750,NA,NA
NCT04059198,NA,NA
NCT04368910,NA,NA
NCT00842283,NA,NA
NCT02169739,NA,NA
NCT03318627,NA,NA
NCT03869684,NA,NA
NCT03952182,NA,NA
NCT04178772,NA,NA
NCT03029104,NA,NA
NCT04114929,NA,NA
NCT00793884,NA,NA
NCT02492854,NA,NA
NCT02711592,NA,NA
NCT02892604,NA,NA
NCT03048227,NA,NA
NCT03126760,NA,NA
NCT03704584,NA,NA
NCT03958955,NA,NA
NCT03976596,NA,NA
NCT02277613,NA,NA
NCT03455556,NA,NA
NCT03737617,NA,NA
NCT03927248,NA,NA
NCT04261140,NA,NA
NCT02813447,NA,NA
NCT04316000,NA,NA
NCT03382899,NA,NA
NCT03382912,NA,NA
NCT03454360,NA,NA
NCT04063241,NA,NA
NCT04375189,NA,NA
NCT02640209,NA,NA
NCT03248765,NA,NA
NCT03253328,NA,NA
NCT03352414,NA,NA
NCT03399448,NA,NA
NCT03670017,NA,NA
NCT03697564,NA,NA
NCT03867045,NA,NA
NCT03940651,NA,NA
NCT04376736,NA,NA
NCT01864291,NA,NA
NCT03303950,NA,NA
NCT03650400,NA,NA
NCT04037072,NA,NA
NCT04199585,NA,NA
NCT02796144,NA,NA
NCT03546335,NA,NA
NCT03840486,NA,NA
NCT03951363,NA,NA
NCT04096482,NA,NA
NCT04278963,NA,NA
NCT04310865,NA,NA
NCT01605318,NA,NA
NCT02802293,NA,NA
